rank,name,aggregateScore,sector,description,Deck Score,spelling_and_grammar,structure,clarity,length,startup Score,team,market,traction,hasEmail,founders,number of founders,timestamp
326,Fandiem,45.707142857142856,other,"Fandiem is a digital fundraising platform that gives fans the opportunity to donate to charitable causes for a chance to win prizes and experiences from their musical heroes, world-class festivals, and iconic venues.",74.93571428571428,98.92857142857143,74,31,90,38.4,26,65,10,False,"Jared Heiman, Ross Gassman, Paul Peck, Julio Marin",4,2024-02-27 14:33:47
327,Ardor,45.39153846153847,education_technology,"Ardor is a platform that connects all builders with AI infrastructure, streamlining AI system setup and management, accelerating AI project cycles, and providing a cost-effective and scalable infrastructure.",73.3576923076923,96.53846153846153,70,27,100,38.400000000000006,61,30,10,False,"Constantine, Eugene, Marsel",3,2024-02-27 14:33:47
328,Kapes,45.39,planet_positive,Kapes is building the most sustainable school uniform brand in the world.,77.35,100,100,29,20,37.400000000000006,61,20,25,True,Matthew Benjamin,1,2024-02-27 14:33:47
329,Eda,45.366666666666674,financial_inclusion,"Eda is an AI-powered financial copilot for SMEs, helping them make smarter financial decisions.",81.23333333333333,99.66666666666667,83,52,80,36.400000000000006,61,30,0,True,"Rob Wilson, Victor Popescu",2,2024-02-27 14:33:47
330,Space Career Academy,45.3275,education_technology,Space Career Academy is focused on creating multiplayer disciplinary role-playing games with a school-like setting to provide immersive AI tutor-led gameplay and in-person class events to help players develop space-related careers.,66.6375,92.1875,61,58,60,40,0,100,0,False,"Kelvin Odoom, Mohammed Necib, Taylor Freeman, Michael Gord, Nick Orenstein, Brady Loomer, Bidushi Bhattacharya",7,2024-02-27 14:33:47
331,The AI Jump,45.31,,"The AI Jump provides businesses with bespoke AI solutions, making cutting-edge technology accessible and transformative.",66.55,95,78,37,20,40,0,100,0,True,,0,2024-02-27 14:33:47
332,Estackk,45.26142857142858,financial_inclusion,Estackk is a Payment Embedded Loyalty & Membership Marketplace for Small & Medium Retail Merchants.,80.70714285714286,96.78571428571429,87,29,90,36.400000000000006,61,30,0,True,"Abhay Bhat, B2B Sales Maverick",2,2024-02-27 14:33:47
333,Circulix,45.215,planet_positive,Circulix is a Product & Packaging Compliance Operating System that simplifies regulatory compliance for businesses.,64.475,99.125,65,41,40,40.400000000000006,61,40,0,True,"Dr. Martin Hewing, Christian Voigt",2,2024-02-27 14:33:47
334,Catchie,45.09384615384616,other,"Catchie is an inspiration management tool for creative professionals, offering AI tagging, organisation, and cognitive search and memory optimisation.",79.86923076923077,98.84615384615384,74,54,100,36.400000000000006,61,30,0,True,"Anastasia Vorotnikova, Maria Slobodina, Alina Golubeva",3,2024-02-27 14:33:47
335,$PUNK,45.07000000000001,other,"$PUNK is a GameFi Hub based on Telegram & powered by TON blockchain, offering web 3 games with a universal wallet and $PUNK token.",75.75,95,70,45,100,37.400000000000006,61,0,65,False,"George Lozovsky, Nikita Misharin",2,2024-02-27 14:33:47
336,"EkChat, Inc.",45.06,,"EkChat, Inc. is a social network with a built-in messaging platform and a universal payments system.",65.3,96.5,74,40,20,40,0,100,0,False,"Ali Salamat, Pankaj Kumar, Vinay Bansal, Naveen Arya, Dilip Chugani",5,2024-02-27 14:33:47
337,Rayo,44.95000000000001,health_and_wellness,Rayo is a startup that empowers people with disabilities with equal digital accessibility.,83.15,95,83,61,90,35.400000000000006,61,0,55,False,"Dung, Arun",2,2024-02-27 14:33:48
338,Heeddata,44.91473684210527,other,Heeddata is a multi-cloud and multi-tenancy platform that provides recommendations and notifications based on analytics run on organizations' cloud usage data.,68.57368421052632,99.36842105263158,74,58,20,39,0,65,65,False,"Vijay Cherukuri, Venkat Reddy, Ravi Niteesh Voleti, Satyendra Pasalapudi",4,2024-02-27 14:33:48
339,Leafr,44.910000000000004,planet_positive,Leafr is a platform that provides companies with effortless access to vetted sustainability expertise.,72.55,95,96,37,0,38,60,20,30,True,"Nick Valenzia, Gus Bartholomew",2,2024-02-27 14:33:48
340,STAXY,44.78,planet_positive,"STAXY is a sustainable, hyper-personalised travel platform for organisations and consumers.",74.3,95,83,32,60,37.400000000000006,61,0,65,True,"Will Line, Robert Nash",2,2024-02-27 14:33:48
341,Align,44.75428571428572,health_and_wellness,Align is a relationship-building app that uses computational intelligence and psychology to help couples create and manage their relationship agreements.,70.17142857142856,97.85714285714286,61,44,90,38.400000000000006,61,30,10,False,"Vlad Terzi, Timur Karimov",2,2024-02-27 14:33:48
342,SmartCue,44.660000000000004,education_technology,"SmartCue provides personalized product demos that convert, focusing on GTM teams.",87.3,95,91,52,100,34,60,20,10,False,"Robin Singhvi, Abhishek Yagnik",2,2024-02-27 14:33:48
343,Cornacropia,44.580000000000005,planet_positive,Cornacropia is a farmer-focused ethical trading exchange platform.,77.3,95,74,42,100,36.400000000000006,61,30,0,True,"Henry Huang, Fadyl Zeba",2,2024-02-27 14:33:48
344,10mg Pharma,44.251428571428576,health_and_wellness,10mg Pharma helps healthcare providers obtain discounted chronic pain medications and access to low-interest loans via AI models.,83.65714285714286,96.78571428571429,83,62,90,34.400000000000006,61,20,10,True,"Christian Nwachukwu, Odianosen Peter, Boluwatife Oluwafemi",3,2024-02-27 14:33:48
345,introstars,44.16000000000001,financial_inclusion,Introstars is a global paid introduction marketplace that enables millions to become professional introducers and generate extra income.,71.2,95,87,38,20,37.400000000000006,61,0,65,True,Mike Adams,1,2024-02-27 14:33:48
346,EverKnock,44.13000000000001,other,"EverKnock is a digital personal assistant for home-buyers, streamlining the buying process and reducing stress.",83.05,95,87,57,80,34.400000000000006,61,20,10,True,"Dan Awais-Dean, Steve Talbot",2,2024-02-27 14:33:48
347,BetaSunlight,43.94,financial_inclusion,BetaSunlight provides Energy and Financial access to the last mile with a sustainable IoT-enabled solution.,82.1,95,83,54,90,34.4,26,10,100,True,"Samuel AJISEBUTU, Patience IRIAH, Yemi SALAU",3,2024-02-27 14:33:48
348,FTX,43.93000000000001,financial_inclusion,"FTX is a leading digital assets exchange servicing crypto spot, futures, tokenized equity and prediction markets.",67.65,100,65,21,80,38,60,30,10,True,"Sam Bankman-Fried, Gary Wang",2,2024-02-27 14:33:48
349,Da VC,43.904117647058825,other,Da VC invests in startups that unlock the digitization of age-old industries in the US and Europe.,59.52058823529412,97.3529411764706,57,37,40,40,100,0,0,True,Lidiya Dervisheva,1,2024-02-27 14:33:48
350,Digital Will Inc.,43.824705882352944,other,"Digital Will Inc. is a gaming distribution company that offers a platform called WORTAL, which allows developers to build a game once and distribute it everywhere.",65.5235294117647,99.11764705882354,74,18,40,38.400000000000006,61,30,10,False,William 'Will' Robert Bohn,1,2024-02-27 14:33:48
351,Shroomed Cafe,43.68272727272728,health_and_wellness,Shroomed Cafe is transforming well-being and community through functional beverages and offline events.,72.81363636363636,92.81818181818181,65,55,90,36.4,26,65,0,False,Sara Khalid,1,2024-02-27 14:33:48
352,MarketOwl,43.67000000000001,education_technology,MarketOwl is an AI marketing department that is 30x cheaper and 100x faster than humans.,80.75,95,83,45,90,34.400000000000006,61,20,10,True,"Mikalai Kudlasevich, Vasili Shpakouski",2,2024-02-27 14:33:48
353,BodyPro,43.56000000000001,health_and_wellness,BodyPro leverages software & AI to scale the athlete to fitness coach experience.,80.2,95,78,48,100,34.400000000000006,61,20,10,True,"Guy Levy, Alex Prober",2,2024-02-27 14:33:48
354,nesti,43.41,other,Nesti is an AI automated lead generation platform for businesses.,89.05,100,91,57,100,32,60,20,0,True,"Morgan, Will, Luke",3,2024-02-27 14:33:48
355,Element One Energy AS,43.21764705882353,planet_positive,"Element One Energy AS drives the future of sustainable energy with groundbreaking electrolyser and fuel cell technology, unlocking the potential of green hydrogen.",82.48823529411766,97.94117647058823,100,46,40,33.4,26,30,55,True,"Anders E. Kvåle, Njål Bragstad",2,2024-02-27 14:33:48
356,AtlasVR,43.065,education_technology,AtlasVR provides dynamic and customizable VR training solutions to address skills shortages and accelerate onboarding in various industries.,73.725,98.125,74,54,60,35.4,26,30,65,True,"Christian Hirt, Joy Gisler, Valentin Holzwarth",3,2024-02-27 14:33:48
357,SOUP-R,42.970000000000006,planet_positive,SOUP-R serves wonky and surplus vegetable soup from digital display vending machines in offices throughout London.,81.25,95,87,35,90,33.400000000000006,61,10,25,True,Charlie Samuelson,1,2024-02-27 14:33:48
358,TABBx,42.940000000000005,financial_inclusion,"TABBx is creating a dominant P2P payment service platform with a simple, frictionless solution.",73.1,95,83,24,60,35.400000000000006,61,0,55,True,Boy-Anthony Kühne,1,2024-02-27 14:33:48
359,MEDCourses,42.78000000000001,education_technology,MEDCourses offers personalized e-learning medical courses with AI and human tutoring.,76.3,95,87,12,80,34.400000000000006,61,20,10,True,"Dariusz Chrapek, Adam Karmiński, Mikołaj Kolasiński",3,2024-02-27 14:33:48
360,buildbuild,42.73631578947369,other,Buildbuild is a construction-focused project management software that provides radically easier project management for construction teams.,76.08157894736841,98.15789473684211,91,53,20,34.400000000000006,61,20,10,True,"Marko Mihic Jefitc, Sergey Kananykhin, Sergey Buzlanov",3,2024-02-27 14:33:48
361,Augie,42.34222222222223,financial_inclusion,"Augie is a platform and app that helps users to create, build and improve their credit score.",70.11111111111111,98.55555555555556,78,56,20,35.400000000000006,61,0,55,True,"Amit Thakur, Paul Harkins, Rick Bachman",3,2024-02-27 14:33:49
362,Mental Pin,42.336,health_and_wellness,Mental Pin is a discrete device that helps women calm anxiety and make sense of it using their heartbeat vibration and journaling.,90.08,98.4,100,56,80,30.4,26,50,0,True,"Mariin Petoffer, Mirko Känd, Elman Karimli",3,2024-02-27 14:33:49
363,Mutuals,42.21,health_and_wellness,Mutuals is a platform that uses AI to curate gatherings and help people make meaningful connections.,91.05,95,100,57,90,30,60,10,10,True,"Eddy Davies, Belle Garlick, Juan Saiz-Lomas",3,2024-02-27 14:33:49
364,A3 DigiSmart,42.10000000000001,other,"A3 DigiSmart is redefining home intelligence by creating intelligent living spaces that converge IoT, AI/ML, and Deep Tech.",72.9,95,91,56,0,34.400000000000006,61,20,10,True,"Prashant S, Dr Koundinya K, Usha Narasappa",3,2024-02-27 14:33:49
365,Biind,42.00000000000001,other,Biind is a new music streaming platform helping undiscovered artists grow using unique algorithms.,64.4,95,65,46,40,36.400000000000006,61,30,0,False,Joe Franklin,1,2024-02-27 14:33:49
366,Proposer.ai,41.980000000000004,education_technology,Proposer.ai is an AI toolkit for dev teams and prompt engineers that crafts custom AI apps in just 5 minutes.,56.3,95,65,32,0,38.400000000000006,61,30,10,False,"Sergei Wing, Ilya Gordey",2,2024-02-27 14:33:49
367,HEIST,41.88,health_and_wellness,HEIST is a men's grooming tech company offering the world's first hair dryer and styling kit for men.,89.4,95,100,36,100,30,30,40,10,True,"RACHEL COURTNEY, KRISTIAN LORENZON",2,2024-02-27 14:33:49
368,Swyft,41.685,financial_inclusion,"Swyft is a fintech startup providing secure and convenient digital payment solutions, including USD cards and multi-currency wallets.",78.825,99.375,87,43,60,32.4,26,50,10,True,"Clinton Oyelami, Mujeeb Muhideen, Paul Awe",3,2024-02-27 14:33:49
369,AgileRL,41.51615384615385,education_technology,AgileRL is streamlining the entire reinforcement learning development pipeline with RLOps tooling,85.98076923076924,97.15384615384616,83,67,100,30.4,26,50,0,True,"Param Kumar, Nick Ustaran-Anderegg",2,2024-02-27 14:33:49
370,A3 Digitas,41.370000000000005,other,"A3 Digitas aims to create intelligent living spaces by converging IoT, AI/ML, and Deep Tech.",77.25,95,100,55,0,32.400000000000006,61,20,0,True,"Prashant S Bin, Dr Koundinya K in, Usha Narasappa in",3,2024-02-27 14:33:49
371,Cogniyon,41.24000000000001,education_technology,Cogniyon is a B2B multilingual conversational AI assistant platform for software development.,68.6,95,65,24,90,34.400000000000006,61,20,10,True,Shan,1,2024-02-27 14:33:49
372,Turnip Care,40.95705882352942,health_and_wellness,"Turnip Care is an AI-enabled patient care navigation platform that matches patients to the right specialists, improving specialist efficiency and patient experience.",75.18529411764706,98.17647058823529,91,27,40,32.400000000000006,61,20,0,False,"Somani Patnaik, Harshita Gupta",2,2024-02-27 14:33:49
373,Weply,40.82,planet_positive,Weply is a community-driven online marketplace for buying and selling quality secondhand sports gear.,64.1,95,65,64,20,35,30,30,55,False,"Davide Guerrieri, Samuele d'Addesio, Ilaria Cappella, Giovanni Ruaro",4,2024-02-27 14:33:49
374,Nappr,40.78,health_and_wellness,Nappr is a marketplace that enables people to book affordable 4 to 10-hour day rates at nearby hotels to catch up on much-needed rest.,82.3,99,83,60,80,30.400000000000002,61,10,10,True,"Jared Lerner, Daniel Corona",2,2024-02-27 14:33:49
375,VibeCaring,40.720000000000006,health_and_wellness,VibeCaring is a platform that reduces the costs of remote family caregiving by 10x through AI and technology.,82,95,78,60,100,30.400000000000002,61,10,10,True,"Xsenia Zasypkina, Almira Kuzutbaeva, Dr Samar Husayn",3,2024-02-27 14:33:49
376,Hubql,40.67,other,"Hubql facilitates collaboration in building, visualizing, and documenting data models and API schemas to accelerate the overall development speed.",81.75,95,91,25,90,30.400000000000002,61,10,10,True,"Robin Gieck, Tobias Meixner",2,2024-02-27 14:33:49
377,Aspect,40.653333333333336,health_and_wellness,"Aspect is a digital health service focusing on women's metabolic health, starting with Polycystic Ovary Syndrome (PCOS).",69.66666666666666,99.33333333333333,78,52,20,33.400000000000006,61,10,25,False,"Elad Katz, Gleb Babiy",2,2024-02-27 14:33:49
378,MEDINEXUS,40.650000000000006,health_and_wellness,Medinexus is a healthcare technology company that provides an end-to-end patient engagement platform for healthcare providers.,73.65,97.5,87,51,20,32.4,26,50,10,True,"Rafay Wani, Oleg Karpov",2,2024-02-27 14:33:49
379,LOLA by Leaf,40.59588235294118,health_and_wellness,LOLA by Leaf is a conversational AI for automating therapeutic interventions and administrative tasks in the adult social care system.,81.37941176470588,97.6470588235294,91,69,40,30.400000000000002,61,10,10,True,"Adam Galloway, Leon Rossiter, Hussain Surti",3,2024-02-27 14:33:49
380,Femble,40.43000000000001,health_and_wellness,"Femble is an AI-powered health assistant focusing on common but stigmatized conditions like libido, digestive and emotional health problems.",80.55,95,91,27,80,30.400000000000002,61,10,10,True,"Lina Graf, Daniel Steiner",2,2024-02-27 14:33:49
381,RhizoSource,40.39,planet_positive,"RhizoSource is digitizing smallholder procurement to scale regenerative agriculture, starting with cacao.",88.35,95,100,69,60,28.400000000000002,61,10,0,True,Jules Achard,1,2024-02-27 14:33:49
382,Mozrest,40.19,other,"Mozrest is a global distribution system for the restaurant industry, connecting all booking channels to all restaurants seamlessly and in real-time.",80.95,95,87,43,80,30,60,10,10,True,"José Luis Martínez, Jerome Pernollet, Alberto López",3,2024-02-27 14:33:49
383,"Bite Technologies, Inc.",40.14888888888889,underrepresented_founders,"Bite Technologies is a social commerce marketplace for specialty snacks, leveraging social media habits to drive sales.",79.14444444444445,93.22222222222223,91,40,60,30.400000000000002,61,10,10,True,"Ghedion Beyen, Caleb Mintz, Bill Wang",3,2024-02-27 14:33:49
384,Pastpape,40.13470588235295,education_technology,Pastpape is a subscription-based digital learning platform focusing on practice and data-driven learning.,79.0735294117647,98.11764705882354,100,23,40,30.400000000000002,61,10,10,True,Alexander Pittner,1,2024-02-27 14:33:49
385,Gotobeat,40.040000000000006,other,"Gotobeat is a digital concert organiser for artists and venues, leveraging data and AI to match artists with venues.",82.6,95,78,64,100,29.400000000000002,61,0,25,True,"Max, Eunice, Tyler",3,2024-02-27 14:33:50
386,Finlayer,40.011428571428574,financial_inclusion,"Finlayer is a low-cost, high-speed, no-code application builder for fintech startups and scale-ups.",86.45714285714286,96.78571428571429,91,54,90,28.400000000000002,61,10,0,True,Goksenin Korkmaz,1,2024-02-27 14:33:50
387,BizGees,39.97,financial_inclusion,BizGees is a web 3 gaming based marketplace empowering post conflict communities to engage with their GenZ supporter base.,82.25,95,83,45,100,29.400000000000002,61,0,25,True,"Zufi Deo, Gerry Creedon, Taisiia Andrieieva",3,2024-02-27 14:33:50
388,TrustGarant,39.96,financial_inclusion,TrustGarant is a protocol that enables trusted and secure trading between people through a reputation system.,78.2,96,100,0,60,30.4,26,50,0,False,Evgeny Chernyshev,1,2024-02-27 14:33:50
389,AirBed & Breakfast,39.800000000000004,other,AirBed & Breakfast is a platform where users can rent out their space to host travelers.,77.4,95,70,66,90,30.400000000000002,61,10,10,True,"Joe Gebbia, Brian Chesky, Nathan Blecharcyk",3,2024-02-27 14:33:50
390,tellMe,39.78,health_and_wellness,tellMe is a platform that connects people experiencing workplace loneliness through their life stories.,85.3,95,87,52,100,28.400000000000002,61,10,0,True,Bogdana Kostiuk,1,2024-02-27 14:33:50
391,Loom,39.68000000000001,education_technology,Loom is a cloud-based video collaboration platform for the workplace.,76.8,100,83,62,40,30.400000000000002,61,10,10,False,"Joe Thomas, Vinay Hiremath, Shahed Khan",3,2024-02-27 14:33:50
392,OT Sports,39.612,health_and_wellness,"OT Sports is a multifaceted community sports and wellness hub focused on Turf and Hardwood Sports where kids and adults can engage in leagues, training, and free play in an inclusive, welcoming, and fun environment.",74.06,96.3,70,52,80,31,0,50,55,False,"Joe Peppers, Will Harrison",2,2024-02-27 14:33:50
393,Bitwala,39.57000000000001,financial_inclusion,Bitwala is a European self-custody crypto banking platform.,92.25,95,100,65,90,26.400000000000002,61,0,10,True,"Dennis Daiber, Jan Goslicki",2,2024-02-27 14:33:50
394,BGiving,39.48823529411765,financial_inclusion,"BGiving is a fintech and SaaS platform that provides a mobile app for donors and a platform for nonprofits, aiming to increase participation and provide affordable offerings.",75.84117647058824,99.70588235294117,83,56,40,30.400000000000002,61,10,10,False,"John Del Bello, Nathan Biles, Glen Swindell, Wes Wigginton",4,2024-02-27 14:33:50
395,Thursday Analytics Limited,39.34,financial_inclusion,Obsidian is a unified platform for measuring costs at a customer level.,84.7,95,87,68,80,28,0,65,10,True,"Anil K Peri, Lily Djahanbakhsh, Shankha S Dutta",3,2024-02-27 14:33:50
396,Buddiz,39.220000000000006,education_technology,"Buddiz is an AI-powered educational tool that provides personalized learning paths, real-time analytics, automated grading, and progress tracking for K-12 education.",74.5,100,91,60,0,30.400000000000002,61,10,10,True,"Anoop Sreeraj, Renjith Abraham Thomas, Sanjith Jacob Thomas",3,2024-02-27 14:33:50
397,Hireplus,39.21,financial_inclusion,Hireplus is an integrated HR solution for tech talent recruitment and management.,82.45,85,91,53,80,28.4,26,40,10,True,Mochamad Ardyansah,1,2024-02-27 14:33:50
398,EVA2Z,39.16555555555556,planet_positive,EVA2Z is an electric vehicle leasing platform aiming to transform last-mile logistics in India by reducing carbon emissions and increasing rider's earnings.,74.22777777777777,97.38888888888889,87,55,20,30.400000000000002,61,10,10,True,Narendra Jha,1,2024-02-27 14:33:50
399,Zmartware,39.159090909090914,education_technology,"Zmartware is a tech company specializing in crafting human flying drones, agricultural and delivery robots, home automation kits, and groundbreaking R&D projects.",74.19545454545455,99.22727272727273,91,59,0,30.400000000000002,61,10,10,False,G. Thirumurugan,1,2024-02-27 14:33:50
400,Lamelo,39.13,health_and_wellness,Lamelo is a ready-to-drink functional latte with half the caffeine and all the energy.,74.05,95,87,57,20,30.400000000000002,61,10,10,True,"Isabel Washington, Oliver Eccleston",2,2024-02-27 14:33:50
401,blok,39.10000000000001,education_technology,"Blok is an AI-powered platform that helps growth teams plan, simulate, and run experiments, optimizing resources and speeding up decision making.",81.9,100,83,46,90,28.400000000000002,61,10,0,True,"Tom Charman, Olivia Higgs",2,2024-02-27 14:33:50
402,Salmo Visa Limited,38.95666666666667,financial_inclusion,"Salmo Visa Limited is a platform that simplifies the immigration process by turning lawyer brains into a system that explains rules, filters visa information and creates a schedule for users to follow.",85.18333333333334,96.66666666666667,87,69,80,27.4,26,10,65,True,"Amber Perng, Jen-Yu Teng",2,2024-02-27 14:33:50
403,Turingman,38.93000000000001,other,"Turingman provides AI solutions for behavior tracking to prevent cheating, payment abuse, and impersonation in GenAI labeling.",65.05,95,48,67,80,32.400000000000006,61,20,0,False,"Den Sem, Natalia Shipshiley, Yevhenii Petrenko",3,2024-02-27 14:33:50
404,CHOICE,38.9,health_and_wellness,"CHOICE is the AirBnB for paid company and intimacy, providing a safe, inclusive and modern platform.",74.5,95,87,60,20,30,60,10,10,True,"Elvis, Arik, Sarunas",3,2024-02-27 14:33:50
405,Playmaker,38.89333333333334,other,Playmaker is building a data activation platform for go-to-market teams.,88.86666666666666,98.33333333333333,91,58,100,26.400000000000002,61,0,10,True,"Alex Gordon-Furse, Efecan Erdur",2,2024-02-27 14:33:50
406,Flowlie,38.80294117647059,financial_inclusion,Flowlie is a data-driven platform for investor relations and deal analysis.,72.41470588235293,98.82352941176471,78,51,40,30.400000000000002,61,10,10,True,"Vlad Cazacu, Giovanni Ilacqua, Mark Bugas",3,2024-02-27 14:33:50
407,Admirie,38.7,other,Admirie is a commission-free gateway for estate agents to sell more homes.,71.9,98.5,87,38,20,30.400000000000002,61,10,10,True,Amit Seyani,1,2024-02-27 14:33:50
408,Mafiafoot,38.55760000000001,other,"Mafiafoot is a football management gaming platform that combines skill, rewards, and fun.",71.188,98.44,91,40,0,30.400000000000002,61,10,10,True,"Jérôme Moret, Cyril Leblanc, Mathias Garand, Yoel Laskar",4,2024-02-27 14:33:50
409,iara,38.49400000000001,health_and_wellness,iara is a social app that revolutionizes the beauty booking industry by focusing on freelance beauticians.,86.87,97.6,96,49,80,26.400000000000002,61,0,10,True,"Agathe, Mazigh",2,2024-02-27 14:33:51
410,Wicked Technology,38.45272727272727,health_and_wellness,Wicked Technology provides a digital sports coach using a combination of wearables and machine learning.,70.66363636363636,98.31818181818181,87,50,0,30.400000000000002,61,10,10,True,"Ankit Mittal, Kundan Mishra, Vijay Divecha",3,2024-02-27 14:33:51
411,Sllyyd Cookbook,38.38,planet_positive,"Sllyyd Cookbook is an AI embedded cookbook that helps users reduce food wastage, save money, and time by offering personalized meal plans and shopping suggestions.",63.9,93,57,32,80,32,0,80,0,False,Shane Powell,1,2024-02-27 14:33:51
412,Icebreaker,38.294210526315794,health_and_wellness,Icebreaker is an AI dating coach that helps users improve their online dating experience.,69.87105263157895,99.10526315789474,83,37,20,30.400000000000002,61,10,10,True,Rail Akhmetov,1,2024-02-27 14:33:51
413,Zestful,38.25000000000001,health_and_wellness,Zestful is a customizable employee and membership perk card.,85.65,100,83,71,90,26.400000000000002,61,0,10,True,"Mat Vogels, Malte Muenke, Max Richman",3,2024-02-27 14:33:51
414,AutoAPE.AI,38.24142857142858,financial_inclusion,AutoAPE.AI is a next-generation robo-advisory powered by a decentralized intelligence network.,69.60714285714286,99.28571428571429,83,55,0,30.400000000000002,61,10,10,False,"Allen Z, Dr. Raku, Chloe L.",3,2024-02-27 14:33:51
415,BrainE4,38.24000000000001,education_technology,BrainE4 is a platform revolutionizing decision-making through collective intelligence.,85.6,100,91,44,90,26.400000000000002,61,0,10,True,Andreas Seonbuchner,1,2024-02-27 14:33:51
416,ManaQi,38.156666666666666,underrepresented_founders,"ManaQi is a platform that empowers creators by providing a custom web3 streaming network, offering multiple ways to monetize, event management, production support, and brand control.",82.78333333333335,99.16666666666667,83,43,100,27,0,40,55,True,"Adae Fonseca, Charles C. Warczakowski, Anna Lichnowski",3,2024-02-27 14:33:51
417,edventures,38.04571428571429,education_technology,edventures provides personalised entrepreneurship learning and guidance through a conversational AI.,76.62857142857143,97.64285714285714,83,14,90,28.400000000000002,61,10,0,True,"Alexander Zahari, Anza Ghaffar, Taha Khawajia, Catie Camer, Gauransh Sharma",5,2024-02-27 14:33:51
418,TIARA,37.96,financial_inclusion,TIARA is a SaaS platform automating tax reporting for stock market investors.,85.8,95,91,42,100,26,60,0,10,True,"Karrie Tilburn, Abi Ostler",2,2024-02-27 14:33:51
419,Fit Senpai,37.95,health_and_wellness,"Fit Senpai provides AI-driven, personalized fitness plans for busy professionals.",76.15,100,70,51,90,28.400000000000002,61,10,0,False,Sharie Ingente,1,2024-02-27 14:33:51
420,Dinabite,37.95,other,Dinabite is a unique marketing automation system focusing on the hospitality industry.,68.15,95,83,11,40,30.400000000000002,61,10,10,True,"Giuseppe Uslenghi, Nikolas Kairinos",2,2024-02-27 14:33:51
421,Vi Air,37.651428571428575,health_and_wellness,"Vi Air is a startup that combats indoor air pollution, enhancing health, productivity, and wellbeing in every room.",82.65714285714286,99.28571428571429,83,52,90,26.4,26,40,0,False,Dr William Hicks,1,2024-02-27 14:33:51
422,Prentus,37.62923076923077,education_technology,"Prentus is an all-in-one career success platform that aims to make the job search fair, fast, and fun.",82.54615384615384,99.23076923076923,78,58,100,26.400000000000002,61,0,10,False,Rod Danan,1,2024-02-27 14:33:51
423,KickApp,37.59,other,"KickApp is a platform for organising amateur football games, replacing WhatsApp and Spond.",82.35,95,91,39,80,26.400000000000002,61,0,10,True,"Jamie Traynor, Fabio Cataldo, Andrew Agar",3,2024-02-27 14:33:51
424,uPatch,37.269999999999996,health_and_wellness,uPatch is making drug and vaccine delivery accessible to every person on earth by unlocking the potential of microneedle technology.,84.75,95,91,35,100,25.4,26,10,55,False,"Paul Bromberg, Koen van der Maaden, Bart van Oorschot, Jeroen de Wilde",4,2024-02-27 14:33:51
425,Advoard Robotics,37.189565217391305,other,"Advoard Robotics provides innovative robotic solutions and superior software intelligence for logistics, enhancing speed and accuracy.",76.34782608695652,96.73913043478261,96,60,0,27.4,26,10,65,True,"Pınar Oğuz Ekim, Uğur Bostancı, Bekir Bostancı, Bülent Kahraman, Emre Söyünmez, Kaan Koç, Yağız Tanşu, Hasan Ferit, Gülce Geçer, Ali Panpalli",10,2024-02-27 14:33:51
426,Pharma Sentinel,37.09,health_and_wellness,"Pharma Sentinel is an AI-powered digital platform providing targeted scientific and regulatory intelligence for the pharmaceutical, biotech, and medical device sectors.",79.85,99.25,96,60,20,26.400000000000002,61,0,10,True,"Fabrizzio Ballantini, Patrick Caulfield, Rav Roberts, Paolo Ursino",4,2024-02-27 14:33:51
427,Curex,37.03814814814815,health_and_wellness,"Curex is an online allergy clinic providing at-home testing and immunotherapy through drops, not shots.",67.59074074074074,98.70370370370371,78,59,0,29.400000000000002,61,0,25,False,Gene Kakaulin,1,2024-02-27 14:33:51
428,Hospitality Solutions Group,36.940000000000005,other,Hospitality Solutions Group provides AI and machine learning solutions to the hospitality industry.,79.1,91,87,16,100,26.400000000000002,61,0,10,True,Matt Taylor,1,2024-02-27 14:33:51
429,Everesting,36.89,health_and_wellness,Everesting is a unique endurance sports brand that merges physical challenges with a global digital community.,78.85,95,87,49,60,26.400000000000002,61,0,10,True,"David Arroyo, Guillem Graell, Andy van Bergen, Enric Llopart, Paco Latorre",5,2024-02-27 14:33:51
430,CONNECTED,36.876666666666665,other,"CONNECTED is a platform that allows people to react to existing orders and make it easy to add more of them, helping customers to stay within budget and performers to increase their income.",70.78333333333335,92.66666666666667,70,35,80,28.4,26,40,10,False,"Alexander Mogilnikov, Art'om Gornostajev, Dmitry Tsunaev, Timur Vagapov",4,2024-02-27 14:33:51
431,JawDrop,36.870000000000005,underrepresented_founders,"JawDrop is a dating app that connects people in-person, in real-time, safely.",78.75,95,91,35,60,26.400000000000002,61,0,10,True,"Jay Shah, Stephen Tranter",2,2024-02-27 14:33:51
432,COELUS,36.78,education_technology,COELUS is developing an AI technology based on the physical interpretation of human neural networks.,70.3,85,91,52,0,28.400000000000002,61,10,0,True,"David Kalashyan, Ibragim Tlyustangelov, Anna Malafeeva",3,2024-02-27 14:33:51
433,Help Me Settle,36.71333333333334,education_technology,Help Me Settle is an AI-powered platform that provides international students with access to critical amenities and support in the UK.,77.96666666666665,98.33333333333333,74,42,100,26.400000000000002,61,0,10,True,"Amina Akugri, Michel Nkansah",2,2024-02-27 14:33:52
